numero_orden,fecha_orden,codigo_producto,cantidad_pedida,precio_unitario,ventas,pais,linea_producto,tamano_venta,producto_id,cliente_id,anio,mes
10142,2003-08-08,S18_4522,24,70.22,1685.28,United States,Vintage Cars,Small,50,69,2003,8
10153,2003-09-28,S18_4522,22,83.38,1834.36,Spain,Vintage Cars,Small,50,29,2003,9
10166,2003-10-21,S18_4522,26,73.73,1916.98,United States,Vintage Cars,Small,50,94,2003,10
10177,2003-11-07,S18_4522,35,74.6,2611.0,Spain,Vintage Cars,Small,50,91,2003,11
10185,2003-11-14,S18_4522,47,77.24,3630.28,United States,Vintage Cars,Medium,50,69,2003,11
10197,2003-11-26,S18_4522,50,100.0,5090.5,Spain,Vintage Cars,Medium,50,29,2003,11
10208,2004-01-02,S18_4522,45,87.77,3949.65,France,Vintage Cars,Medium,50,46,2004,1
10221,2004-02-18,S18_4522,39,89.53,3491.67,Belgium,Vintage Cars,Medium,50,100,2004,2
10232,2004-03-20,S18_4522,23,89.53,2059.19,United Kingdom,Vintage Cars,Small,50,54,2004,3
10248,2004-05-07,S18_4522,42,75.48,3170.16,United States,Vintage Cars,Medium,50,86,2004,5
10261,2004-06-17,S18_4522,20,89.53,1790.6,Canada,Vintage Cars,Small,50,63,2004,6
10273,2004-07-21,S18_4522,33,71.09,2345.97,Belgium,Vintage Cars,Small,50,4,2004,7
10283,2004-08-20,S18_4522,34,100.0,3580.88,Canada,Vintage Cars,Medium,50,42,2004,8
10293,2004-09-09,S18_4522,49,100.0,4946.06,Italy,Vintage Cars,Medium,50,6,2004,9
10306,2004-10-14,S18_4522,39,90.4,3525.6,United Kingdom,Vintage Cars,Medium,50,52,2004,10
10315,2004-10-29,S18_4522,36,100.0,3602.16,France,Vintage Cars,Medium,50,74,2004,10
10326,2004-11-09,S18_4522,50,86.01,4300.5,Sweden,Vintage Cars,Medium,50,9,2004,11
10337,2004-11-21,S18_4522,29,100.0,4498.19,United States,Vintage Cars,Medium,50,86,2004,11
10350,2004-12-02,S18_4522,30,100.0,3023.1,Spain,Vintage Cars,Medium,50,75,2004,12
10372,2005-01-26,S18_4522,41,86.89,3562.49,Japan,Vintage Cars,Medium,50,12,2005,1
10383,2005-02-22,S18_4522,28,58.58,1640.24,Spain,Vintage Cars,Small,50,1,2005,2
10396,2005-03-23,S18_4522,45,100.0,4739.4,United States,Vintage Cars,Medium,50,86,2005,3
10414,2005-05-06,S18_4522,16,75.48,1207.68,United States,Vintage Cars,Small,50,94,2005,5
10103,2003-01-29,S18_4600,36,100.0,4228.2,Norway,Trucks and Buses,Medium,51,33,2003,1
10114,2003-04-01,S18_4600,41,100.0,4815.45,France,Trucks and Buses,Medium,51,46,2003,4
10126,2003-05-28,S18_4600,50,100.0,7083.0,Spain,Trucks and Buses,Large,51,29,2003,5
10140,2003-07-24,S18_4600,40,100.0,4601.2,United States,Trucks and Buses,Medium,51,94,2003,7
10150,2003-09-19,S18_4600,49,100.0,6467.02,Singapore,Trucks and Buses,Medium,51,20,2003,9
10164,2003-10-21,S18_4600,45,100.0,5012.55,Austria,Trucks and Buses,Medium,51,21,2003,10
10175,2003-11-06,S18_4600,47,100.0,5121.59,United Kingdom,Trucks and Buses,Medium,51,54,2003,11
10183,2003-11-13,S18_4600,21,100.0,2441.04,United States,Trucks and Buses,Small,51,94,2003,11
10194,2003-11-25,S18_4600,32,100.0,4262.08,France,Trucks and Buses,Medium,51,51,2003,11
10207,2003-12-09,S18_4600,47,100.0,6658.02,United States,Trucks and Buses,Medium,51,69,2003,12
10217,2004-02-04,S18_4600,38,100.0,4509.08,Singapore,Trucks and Buses,Medium,51,26,2004,2
10229,2004-03-11,S18_4600,41,100.0,4716.23,United States,Trucks and Buses,Medium,51,94,2004,3
10245,2004-05-04,S18_4600,21,100.0,2390.22,United States,Trucks and Buses,Small,51,99,2004,5
10259,2004-06-15,S18_4600,41,100.0,4666.62,Singapore,Trucks and Buses,Medium,51,29,2004,6
10270,2004-07-19,S18_4600,38,100.0,5383.08,Australia,Trucks and Buses,Medium,51,62,2004,7
10281,2004-08-19,S18_4600,25,99.29,2482.25,United States,Trucks and Buses,Small,51,94,2004,8
10291,2004-09-08,S18_4600,48,100.0,5288.64,Sweden,Trucks and Buses,Medium,51,32,2004,9
10305,2004-10-13,S18_4600,22,99.29,2184.38,United States,Trucks and Buses,Small,51,69,2004,10
10313,2004-10-22,S18_4600,28,100.0,2881.76,Canada,Trucks and Buses,Small,51,50,2004,10
10323,2004-11-05,S18_4600,47,100.0,6203.06,Germany,Trucks and Buses,Medium,51,24,2004,11
10334,2004-11-19,S18_4600,49,100.0,6763.47,Sweden,Trucks and Buses,Medium,51,36,2004,11
10347,2004-11-29,S18_4600,45,100.0,5884.65,Australia,Trucks and Buses,Medium,51,32,2004,11
10357,2004-12-10,S18_4600,28,100.0,3559.64,United States,Trucks and Buses,Medium,51,86,2004,12
10370,2005-01-20,S18_4600,29,57.53,1668.37,Australia,Trucks and Buses,Small,51,32,2005,1
10382,2005-02-17,S18_4600,39,100.0,4890.6,United States,Trucks and Buses,Medium,51,99,2005,2
10411,2005-05-01,S18_4600,46,100.0,5235.72,Canada,Trucks and Buses,Medium,51,42,2005,5
10425,2005-05-31,S18_4600,38,100.0,4325.16,France,Trucks and Buses,Medium,51,51,2005,5
10103,2003-01-29,S18_4668,41,47.29,1938.89,Norway,Vintage Cars,Small,52,76,2003,1
10113,2003-03-26,S18_4668,50,49.81,2490.5,United States,Vintage Cars,Small,52,99,2003,3
10126,2003-05-28,S18_4668,43,53.83,2314.69,Spain,Vintage Cars,Small,52,1,2003,5
10140,2003-07-24,S18_4668,29,43.27,1254.83,United States,Vintage Cars,Small,52,86,2003,7
10150,2003-09-19,S18_4668,30,42.76,1282.8,Singapore,Vintage Cars,Small,52,47,2003,9
10164,2003-10-21,S18_4668,25,53.83,1345.75,Austria,Vintage Cars,Small,52,48,2003,10
10174,2003-11-06,S18_4668,49,44.78,2194.22,Australia,Vintage Cars,Small,52,32,2003,11
10183,2003-11-13,S18_4668,40,49.3,1972.0,United States,Vintage Cars,Small,52,86,2003,11
10194,2003-11-25,S18_4668,41,44.78,1835.98,France,Vintage Cars,Small,52,12,2003,11
10206,2003-12-05,S18_4668,21,53.33,1119.93,Canada,Vintage Cars,Small,52,85,2003,12
10215,2004-01-29,S18_4668,46,45.28,2082.88,United States,Vintage Cars,Small,52,69,2004,1
10229,2004-03-11,S18_4668,39,40.25,1569.75,United States,Vintage Cars,Small,52,86,2004,3
10245,2004-05-04,S18_4668,45,59.87,2694.15,United States,Vintage Cars,Small,52,94,2004,5
10258,2004-06-15,S18_4668,21,59.87,1257.27,Japan,Vintage Cars,Small,52,56,2004,6
10270,2004-07-19,S18_4668,44,58.36,2567.84,Australia,Vintage Cars,Small,52,32,2004,7
10281,2004-08-19,S18_4668,44,59.87,2634.28,United States,Vintage Cars,Small,52,86,2004,8
10291,2004-09-08,S18_4668,29,51.82,1502.78,Sweden,Vintage Cars,Small,52,59,2004,9
10304,2004-10-11,S18_4668,34,49.3,1676.2,France,Vintage Cars,Small,52,51,2004,10
10312,2004-10-21,S18_4668,39,56.85,2217.15,United States,Vintage Cars,Small,52,69,2004,10
10324,2004-11-05,S18_4668,38,100.0,6832.02,United States,Vintage Cars,Medium,52,86,2004,11
10333,2004-11-18,S18_4668,24,79.86,1916.64,United States,Vintage Cars,Small,52,94,2004,11
10348,2004-11-01,S18_4668,29,100.0,7110.8,Spain,Vintage Cars,Large,52,91,2004,11
10358,2004-12-10,S18_4668,30,100.0,5302.8,Spain,Vintage Cars,Medium,52,1,2004,12
10370,2005-01-20,S18_4668,20,100.0,2730.0,Australia,Vintage Cars,Small,52,62,2005,1
10382,2005-02-17,S18_4668,39,100.0,7827.3,United States,Vintage Cars,Large,52,94,2005,2
10411,2005-05-01,S18_4668,35,59.87,2095.45,Canada,Vintage Cars,Small,52,85,2005,5
10424,2005-05-31,S18_4668,26,59.87,1556.62,Spain,Vintage Cars,Small,52,1,2005,5
10108,2003-03-03,S18_4721,44,100.0,5565.12,Philippines,Classic Cars,Medium,53,70,2003,3
10122,2003-05-08,S18_4721,28,100.0,3583.16,France,Classic Cars,Medium,53,46,2003,5
10135,2003-07-02,S18_4721,31,100.0,4705.18,United States,Classic Cars,Medium,53,99,2003,7
10146,2003-09-03,S18_4721,29,100.0,4444.54,United States,Classic Cars,Medium,53,69,2003,9
10159,2003-10-10,S18_4721,32,100.0,4618.88,United States,Classic Cars,Medium,53,86,2003,10
10169,2003-11-04,S18_4721,33,100.0,4910.4,Australia,Classic Cars,Medium,53,32,2003,11
10180,2003-11-11,S18_4721,44,100.0,5565.12,France,Classic Cars,Medium,53,38,2003,11
10191,2003-11-20,S18_4721,32,100.0,4237.76,Germany,Classic Cars,Medium,53,24,2003,11
10211,2004-01-15,S18_4721,41,100.0,5673.58,France,Classic Cars,Medium,53,51,2004,1
10225,2004-02-22,S18_4721,35,100.0,5260.15,Switzerland,Classic Cars,Medium,53,77,2004,2
10238,2004-04-09,S18_4721,44,100.0,6350.96,Denmark,Classic Cars,Medium,53,93,2004,4
10252,2004-05-26,S18_4721,26,100.0,3559.4,France,Classic Cars,Medium,53,12,2004,5
10264,2004-06-30,S18_4721,20,100.0,2410.6,United States,Classic Cars,Small,53,86,2004,6
10276,2004-08-02,S18_4721,48,100.0,5713.92,United States,Classic Cars,Medium,53,94,2004,8
10287,2004-08-30,S18_4721,34,100.0,4300.32,Switzerland,Classic Cars,Medium,53,68,2004,8
10299,2004-09-30,S18_4721,49,100.0,7947.31,Finland,Classic Cars,Large,53,97,2004,9
10310,2004-10-16,S18_4721,40,100.0,5356.8,Germany,Classic Cars,Medium,53,48,2004,10
10319,2004-11-03,S18_4721,45,100.0,7901.1,United States,Classic Cars,Large,53,94,2004,11
10330,2004-11-16,S18_4721,50,100.0,6101.0,Philippines,Classic Cars,Medium,53,88,2004,11
10342,2004-11-24,S18_4721,38,100.0,6276.46,Australia,Classic Cars,Medium,53,32,2004,11
10355,2004-12-07,S18_4721,25,100.0,4203.5,Spain,Classic Cars,Medium,53,29,2004,12
10363,2005-01-06,S18_4721,28,58.18,1629.04,Finland,Classic Cars,Small,53,2,2005,1
10378,2005-02-10,S18_4721,49,67.14,3289.86,Spain,Classic Cars,Medium,53,91,2005,2
10390,2005-03-04,S18_4721,49,100.0,6862.94,United States,Classic Cars,Medium,53,69,2005,3
10110,2003-03-18,S18_4933,42,61.29,2574.18,United Kingdom,Classic Cars,Small,54,4,2003,3
10124,2003-05-21,S18_4933,23,57.73,1327.79,United States,Classic Cars,Small,54,94,2003,5
10148,2003-09-11,S18_4933,29,81.25,2356.25,Australia,Classic Cars,Small,54,62,2003,9
10161,2003-10-17,S18_4933,25,80.54,2013.5,Denmark,Classic Cars,Small,54,7,2003,10
10173,2003-11-05,S18_4933,39,71.98,2807.22,Italy,Classic Cars,Small,54,98,2003,11
10182,2003-11-12,S18_4933,44,69.84,3072.96,United States,Classic Cars,Medium,54,94,2003,11
10193,2003-11-21,S18_4933,25,76.26,1906.5,Australia,Classic Cars,Small,54,62,2003,11
10204,2003-12-02,S18_4933,45,76.26,3431.7,United States,Classic Cars,Medium,54,69,2003,12
10213,2004-01-22,S18_4933,25,83.39,2084.75,United Kingdom,Classic Cars,Small,54,26,2004,1
10227,2004-03-02,S18_4933,37,57.73,2136.01,France,Classic Cars,Small,54,57,2004,3
10241,2004-04-13,S18_4933,30,66.99,2009.7,France,Classic Cars,Small,54,74,2004,4
10267,2004-07-07,S18_4933,36,75.55,2719.8,United States,Classic Cars,Small,54,69,2004,7
10279,2004-08-09,S18_4933,26,60.58,1575.08,Spain,Classic Cars,Small,54,29,2004,8
10288,2004-09-01,S18_4933,23,73.41,1688.43,Singapore,Classic Cars,Small,54,7,2004,9
10302,2003-10-06,S18_4933,23,72.7,1672.1,United Kingdom,Classic Cars,Small,54,4,2003,10
10311,2004-10-16,S18_4933,25,66.99,1674.75,Spain,Classic Cars,Small,54,1,2004,10
10332,2004-11-17,S18_4933,21,100.0,3472.98,United Kingdom,Classic Cars,Medium,54,27,2004,11
10344,2004-11-25,S18_4933,26,63.43,1649.18,France,Classic Cars,Small,54,12,2004,11
10367,2005-01-12,S18_4933,44,85.25,3751.0,United States,Classic Cars,Medium,54,99,2005,1
10380,2005-02-16,S18_4933,24,100.0,4536.0,Spain,Classic Cars,Medium,54,1,2005,2
10407,2005-04-22,S18_4933,66,66.99,4421.34,United States,Classic Cars,Medium,54,86,2005,4
10420,2005-05-29,S18_4933,36,57.73,2078.28,Australia,Classic Cars,Small,54,32,2005,5
10110,2003-03-18,S24_1046,36,85.25,3069.0,United Kingdom,Classic Cars,Medium,55,26,2003,3
10124,2003-05-21,S24_1046,22,77.9,1713.8,United States,Classic Cars,Small,55,69,2003,5
10148,2003-09-11,S24_1046,25,60.26,1506.5,Australia,Classic Cars,Small,55,62,2003,9
10161,2003-10-17,S24_1046,37,72.76,2692.12,Denmark,Classic Cars,Small,55,7,2003,10
10172,2003-11-05,S24_1046,32,75.69,2422.08,United States,Classic Cars,Small,55,99,2003,11
10182,2003-11-12,S24_1046,47,74.22,3488.34,United States,Classic Cars,Medium,55,69,2003,11
10192,2003-11-20,S24_1046,37,69.82,2583.34,United States,Classic Cars,Small,55,86,2003,11
10204,2003-12-02,S24_1046,20,62.47,1249.4,United States,Classic Cars,Small,55,94,2003,12
10212,2004-01-16,S24_1046,41,82.31,3374.71,Spain,Classic Cars,Medium,55,91,2004,1
10226,2004-02-26,S24_1046,21,60.26,1265.46,United States,Classic Cars,Small,55,69,2004,2
10241,2004-04-13,S24_1046,22,76.43,1681.46,France,Classic Cars,Small,55,51,2004,4
10267,2004-07-07,S24_1046,40,80.1,3204.0,United States,Classic Cars,Medium,55,94,2004,7
10279,2004-08-09,S24_1046,32,74.96,2398.72,Spain,Classic Cars,Small,55,91,2004,8
10288,2004-09-01,S24_1046,36,66.14,2381.04,Singapore,Classic Cars,Small,55,29,2004,9
10301,2003-10-05,S24_1046,27,72.02,1944.54,Norway,Classic Cars,Small,55,81,2003,10
10311,2004-10-16,S24_1046,26,87.45,2273.7,Spain,Classic Cars,Small,55,75,2004,10
10321,2004-11-04,S24_1046,30,70.55,2116.5,United States,Classic Cars,Small,55,99,2004,11
10332,2004-11-17,S24_1046,23,56.84,1307.32,United Kingdom,Classic Cars,Small,55,52,2004,11
10344,2004-11-25,S24_1046,29,59.53,1726.37,France,Classic Cars,Small,55,74,2004,11
10367,2005-01-12,S24_1046,21,60.37,1267.77,United States,Classic Cars,Small,55,94,2005,1
10380,2005-02-16,S24_1046,34,100.0,3441.82,Spain,Classic Cars,Medium,55,91,2005,2
10407,2005-04-22,S24_1046,26,76.43,1987.18,United States,Classic Cars,Small,55,69,2005,4
10420,2005-05-29,S24_1046,60,64.67,3880.2,Australia,Classic Cars,Medium,55,62,2005,5
10104,2003-01-31,S24_1444,35,55.49,1942.15,Spain,Classic Cars,Small,56,75,2003,1
10115,2003-04-04,S24_1444,47,69.36,3259.92,United States,Classic Cars,Medium,56,99,2003,4
10127,2003-06-03,S24_1444,20,60.69,1213.8,United States,Classic Cars,Small,56,69,2003,6
10141,2003-08-01,S24_1444,20,54.33,1086.6,Finland,Classic Cars,Small,56,21,2003,8
10152,2003-09-25,S24_1444,25,65.31,1632.75,Australia,Classic Cars,Small,56,32,2003,9
10165,2003-10-22,S24_1444,25,69.36,1734.0,Singapore,Classic Cars,Small,56,44,2003,10
10176,2003-11-06,S24_1444,27,68.78,1857.06,Italy,Classic Cars,Small,56,45,2003,11
10184,2003-11-14,S24_1444,31,60.11,1863.41,Spain,Classic Cars,Small,56,29,2003,11
10195,2003-11-25,S24_1444,44,66.47,2924.68,United States,Classic Cars,Small,56,94,2003,11
10207,2003-12-09,S24_1444,49,46.82,2294.18,United States,Classic Cars,Small,56,99,2003,12
10220,2004-02-12,S24_1444,26,56.07,1457.82,Ireland,Classic Cars,Small,56,16,2004,2
10230,2004-03-15,S24_1444,36,54.33,1955.88,Germany,Classic Cars,Small,56,36,2004,3
10246,2004-05-05,S24_1444,44,52.6,2314.4,Spain,Classic Cars,Small,56,75,2004,5
10259,2004-06-15,S24_1444,28,46.82,1310.96,Singapore,Classic Cars,Small,56,52,2004,6
10271,2004-07-20,S24_1444,45,64.74,2913.3,United States,Classic Cars,Small,56,69,2004,7
10282,2004-08-20,S24_1444,29,46.82,1357.78,United States,Classic Cars,Small,56,86,2004,8
10292,2004-09-08,S24_1444,40,53.75,2150.0,United States,Classic Cars,Small,56,94,2004,9
10305,2004-10-13,S24_1444,45,61.85,2783.25,United States,Classic Cars,Small,56,99,2004,10
10314,2004-10-22,S24_1444,44,53.18,2339.92,Denmark,Classic Cars,Small,56,7,2004,10
10324,2004-11-05,S24_1444,25,69.16,1729.0,United States,Classic Cars,Small,56,86,2004,11
10336,2004-11-20,S24_1444,45,100.0,5972.4,France,Classic Cars,Medium,56,12,2004,11
10349,2004-12-01,S24_1444,48,47.4,2275.2,United States,Classic Cars,Small,56,99,2004,12
10358,2004-12-10,S24_1444,44,60.76,2673.44,Spain,Classic Cars,Small,56,1,2004,12
10371,2005-01-23,S24_1444,25,97.27,2431.75,United States,Classic Cars,Small,56,86,2005,1
10383,2005-02-22,S24_1444,22,91.76,2018.72,Spain,Classic Cars,Small,56,75,2005,2
10394,2005-03-15,S24_1444,31,50.29,1558.99,Spain,Classic Cars,Small,56,91,2005,3
10412,2005-05-03,S24_1444,21,52.6,1104.6,Spain,Classic Cars,Small,56,1,2005,5
10425,2005-05-31,S24_1444,55,46.82,2575.1,France,Classic Cars,Small,56,38,2005,5
10107,2003-02-24,S24_1578,25,100.0,2845.75,United States,Motorcycles,Small,57,94,2003,2
10120,2003-04-29,S24_1578,35,98.05,3431.75,Australia,Motorcycles,Medium,57,62,2003,4
10134,2003-07-01,S24_1578,35,93.54,3273.9,France,Motorcycles,Medium,57,57,2003,7
10145,2003-08-25,S24_1578,43,95.8,4119.4,United States,Motorcycles,Medium,57,86,2003,8
10159,2003-10-10,S24_1578,44,100.0,5355.68,United States,Motorcycles,Medium,57,94,2003,10
10168,2003-10-28,S24_1578,50,100.0,5747.5,United States,Motorcycles,Medium,57,99,2003,10
10180,2003-11-11,S24_1578,48,100.0,5355.36,France,Motorcycles,Medium,57,46,2003,11
10188,2003-11-18,S24_1578,25,100.0,2535.75,Norway,Motorcycles,Small,57,80,2003,11
10201,2003-12-01,S24_1578,39,100.0,4351.23,United States,Motorcycles,Medium,57,94,2003,12
10211,2004-01-15,S24_1578,25,90.16,2254.0,France,Motorcycles,Small,57,74,2004,1
10223,2004-02-20,S24_1578,32,91.29,2921.28,Australia,Motorcycles,Small,57,32,2004,2
10237,2004-04-05,S24_1578,20,100.0,2299.0,United States,Motorcycles,Small,57,86,2004,4
10251,2004-05-18,S24_1578,26,100.0,2637.18,United States,Motorcycles,Small,57,94,2004,5
10263,2004-06-28,S24_1578,42,100.0,4307.52,United States,Motorcycles,Medium,57,99,2004,6
10275,2004-07-23,S24_1578,21,100.0,2153.76,France,Motorcycles,Small,57,57,2004,7
10285,2004-08-27,S24_1578,34,100.0,3716.88,United States,Motorcycles,Medium,57,86,2004,8
10299,2004-09-30,S24_1578,47,100.0,5455.76,Finland,Motorcycles,Medium,57,71,2004,9
10309,2004-10-15,S24_1578,21,100.0,2650.62,Norway,Motorcycles,Small,57,80,2004,10
10318,2004-11-02,S24_1578,48,100.0,6437.28,United States,Motorcycles,Medium,57,69,2004,11
10329,2004-11-15,S24_1578,30,87.78,2633.4,United States,Motorcycles,Small,57,86,2004,11
10339,2004-11-23,S24_1578,27,84.39,2278.53,Japan,Motorcycles,Small,57,87,2004,11
10362,2005-01-05,S24_1578,50,96.92,4846.0,United States,Motorcycles,Medium,57,99,2005,1
10374,2005-02-02,S24_1578,38,100.0,4197.1,Australia,Motorcycles,Medium,57,32,2005,2
10389,2005-03-03,S24_1578,45,100.0,4597.65,Sweden,Motorcycles,Medium,57,90,2005,3
10403,2005-04-08,S24_1578,46,100.0,5287.7,United Kingdom,Motorcycles,Medium,57,89,2005,4
10417,2005-05-13,S24_1578,35,100.0,3550.05,Spain,Motorcycles,Medium,57,91,2005,5
10110,2003-03-18,S24_1628,29,59.37,1721.73,United Kingdom,Classic Cars,Small,58,26,2003,3
10123,2003-05-20,S24_1628,50,59.87,2993.5,France,Classic Cars,Small,58,74,2003,5
10137,2003-07-10,S24_1628,26,49.81,1295.06,France,Classic Cars,Small,58,12,2003,7
10148,2003-09-11,S24_1628,47,56.85,2671.95,Australia,Classic Cars,Small,58,62,2003,9
10161,2003-10-17,S24_1628,23,53.33,1226.59,Denmark,Classic Cars,Small,58,7,2003,10
10172,2003-11-05,S24_1628,34,42.76,1453.84,United States,Classic Cars,Small,58,86,2003,11
10181,2003-11-12,S24_1628,34,53.83,1830.22,Norway,Classic Cars,Small,58,80,2003,11
10192,2003-11-20,S24_1628,47,53.83,2530.01,United States,Classic Cars,Small,58,99,2003,11
10204,2003-12-02,S24_1628,45,49.81,2241.45,United States,Classic Cars,Small,58,69,2003,12
10212,2004-01-16,S24_1628,45,53.33,2399.85,Spain,Classic Cars,Small,58,29,2004,1
10226,2004-02-26,S24_1628,36,43.27,1557.72,United States,Classic Cars,Small,58,94,2004,2
10241,2004-04-13,S24_1628,21,40.25,845.25,France,Classic Cars,Small,58,51,2004,4
10266,2004-07-06,S24_1628,28,48.3,1352.4,Italy,Classic Cars,Small,58,5,2004,7
10278,2004-08-06,S24_1628,35,45.28,1584.8,United States,Classic Cars,Small,58,86,2004,8
10288,2004-09-01,S24_1628,50,52.32,2616.0,Singapore,Classic Cars,Small,58,7,2004,9
10301,2003-10-05,S24_1628,22,51.32,1129.04,Norway,Classic Cars,Small,58,76,2003,10
10311,2004-10-16,S24_1628,45,49.3,2218.5,Spain,Classic Cars,Small,58,1,2004,10
10321,2004-11-04,S24_1628,48,42.26,2028.48,United States,Classic Cars,Small,58,86,2004,11
10332,2004-11-17,S24_1628,20,87.96,1759.2,United Kingdom,Classic Cars,Small,58,54,2004,11
10343,2004-11-24,S24_1628,27,36.21,977.67,France,Classic Cars,Small,58,74,2004,11
10367,2005-01-12,S24_1628,38,38.5,1463.0,United States,Classic Cars,Small,58,69,2005,1
10379,2005-02-10,S24_1628,32,100.0,3970.56,Spain,Classic Cars,Medium,58,29,2005,2
10407,2005-04-22,S24_1628,64,40.25,2576.0,United States,Classic Cars,Small,58,94,2005,4
10420,2005-05-29,S24_1628,37,60.37,2233.69,Australia,Classic Cars,Small,58,62,2005,5
10106,2003-02-17,S24_1785,28,88.63,2481.64,Italy,Planes,Small,59,17,2003,2
10120,2003-04-29,S24_1785,39,100.0,4651.53,Australia,Planes,Medium,59,62,2003,4
10133,2003-06-27,S24_1785,41,94.1,3858.1,Spain,Planes,Medium,59,75,2003,6
10145,2003-08-25,S24_1785,40,87.54,3501.6,United States,Planes,Medium,59,99,2003,8
10168,2003-10-28,S24_1785,49,100.0,6433.7,United States,Planes,Medium,59,69,2003,10
10210,2004-01-12,S24_1785,27,98.48,2658.96,Japan,Planes,Small,59,22,2004,1
10223,2004-02-20,S24_1785,34,100.0,3608.76,Australia,Planes,Medium,59,32,2004,2
10235,2004-04-02,S24_1785,23,96.29,2214.67,Canada,Planes,Small,59,85,2004,4
10250,2004-05-11,S24_1785,31,88.63,2747.53,United States,Planes,Small,59,69,2004,5
10262,2004-06-24,S24_1785,34,97.38,3310.92,Spain,Planes,Medium,59,29,2004,6
10275,2004-07-23,S24_1785,25,95.2,2380.0,France,Planes,Small,59,46,2004,7
10284,2004-08-21,S24_1785,22,100.0,2310.88,Norway,Planes,Small,59,76,2004,8
10297,2004-09-16,S24_1785,32,100.0,4061.76,Ireland,Planes,Medium,59,16,2004,9
10308,2004-10-15,S24_1785,31,100.0,3493.7,United States,Planes,Medium,59,86,2004,10
10316,2004-11-01,S24_1785,25,100.0,2872.25,United Kingdom,Planes,Small,59,52,2004,11
10328,2004-11-12,S24_1785,47,87.54,4114.38,Italy,Planes,Medium,59,32,2004,11
10339,2004-11-23,S24_1785,21,50.65,1063.65,Japan,Planes,Small,59,33,2004,11
10353,2004-12-04,S24_1785,28,71.73,2008.44,United States,Planes,Small,59,86,2004,12
10374,2005-02-02,S24_1785,46,94.1,4328.6,Australia,Planes,Medium,59,32,2005,2
10386,2005-03-01,S24_1785,33,41.71,1376.43,Spain,Planes,Small,59,91,2005,3
10398,2005-03-30,S24_1785,43,100.0,5552.16,France,Planes,Medium,59,12,2005,3
10401,2005-04-03,S24_1785,38,96.29,3659.02,United States,Planes,Medium,59,86,2005,4
10416,2005-05-10,S24_1785,47,88.63,4165.61,Italy,Planes,Medium,59,39,2005,5
10101,2003-01-09,S24_1937,45,31.2,1404.0,Germany,Vintage Cars,Small,60,36,2003,1
10110,2003-03-18,S24_1937,20,35.51,710.2,United Kingdom,Vintage Cars,Small,60,4,2003,3
10124,2003-05-21,S24_1937,45,37.84,1702.8,United States,Vintage Cars,Small,60,86,2003,5
10149,2003-09-12,S24_1937,36,33.19,1194.84,United States,Vintage Cars,Small,60,94,2003,9
10162,2003-10-18,S24_1937,37,27.22,1007.14,United States,Vintage Cars,Small,60,99,2003,10
10173,2003-11-05,S24_1937,31,31.53,977.43,Italy,Vintage Cars,Small,60,45,2003,11
10182,2003-11-12,S24_1937,39,36.84,1436.76,United States,Vintage Cars,Small,60,86,2003,11
10193,2003-11-21,S24_1937,26,29.21,759.46,Australia,Vintage Cars,Small,60,32,2003,11
10205,2003-12-03,S24_1937,32,37.17,1189.44,Spain,Vintage Cars,Small,60,91,2003,12
10214,2004-01-26,S24_1937,20,34.19,683.8,Spain,Vintage Cars,Small,60,1,2004,1
10227,2004-03-02,S24_1937,42,29.21,1226.82,France,Vintage Cars,Small,60,38,2004,3
10243,2004-04-26,S24_1937,33,29.54,974.82,United States,Vintage Cars,Small,60,94,2004,4
10280,2004-08-17,S24_1937,20,28.88,577.6,Italy,Vintage Cars,Small,60,52,2004,8
10288,2004-09-01,S24_1937,29,38.17,1106.93,Singapore,Vintage Cars,Small,60,53,2004,9
10304,2004-10-11,S24_1937,23,30.2,694.6,France,Vintage Cars,Small,60,74,2004,10
10312,2004-10-21,S24_1937,39,29.54,1152.06,United States,Vintage Cars,Small,60,94,2004,10
10322,2004-11-04,S24_1937,20,100.0,2624.0,United States,Vintage Cars,Small,60,99,2004,11
10332,2004-11-17,S24_1937,45,81.91,3685.95,United Kingdom,Vintage Cars,Medium,60,27,2004,11
10344,2004-11-25,S24_1937,20,35.18,703.6,France,Vintage Cars,Small,60,51,2004,11
10356,2004-12-09,S24_1937,48,100.0,9720.0,France,Vintage Cars,Large,60,57,2004,12
10367,2005-01-12,S24_1937,23,36.29,834.67,United States,Vintage Cars,Small,60,99,2005,1
10380,2005-02-16,S24_1937,32,70.56,2257.92,Spain,Vintage Cars,Small,60,1,2005,2
10391,2005-03-09,S24_1937,33,100.0,8344.71,Australia,Vintage Cars,Large,60,62,2005,3
10409,2005-04-23,S24_1937,61,29.54,1801.94,Singapore,Vintage Cars,Small,60,63,2005,4
10420,2005-05-29,S24_1937,45,26.88,1209.6,Australia,Vintage Cars,Small,60,62,2005,5
10107,2003-02-24,S24_2000,38,83.03,3155.14,United States,Motorcycles,Medium,61,69,2003,2
10120,2003-04-29,S24_2000,34,83.79,2848.86,Australia,Motorcycles,Small,61,62,2003,4
10134,2003-07-01,S24_2000,43,83.03,3570.29,France,Motorcycles,Medium,61,12,2003,7
10145,2003-08-25,S24_2000,47,83.03,3902.41,United States,Motorcycles,Medium,61,99,2003,8
10158,2003-10-10,S24_2000,22,67.03,1474.66,Norway,Motorcycles,Small,61,80,2003,10
